FIPS,Population
45041,137454
45043,65812
45045,559696
45047,69582
45049,18167
45051,398374
45053,33642
45055,70145
45057,108796
45059,69210
45061,15927
45063,309877
45065,9786
45067,28522
45069,25772
45071,38916
45073,81527
45075,83148
45077,136704
45079,425236
45081,19300
45083,358690
45085,104410
45087,26751
45089,30028
45091,298375
46003,2796
46005,19380
46007,3312
46009,7088
46011,35912
46013,37650
46015,5326
46017,1884
46019,10868
46021,1357
46023,9271
46025,3945
46027,15398
46029,28952
46031,3756
46033,9117
46035,19973
46037,5445
46039,4345
46041,5179
46043,2844
46045,4067
46047,7369
46049,2135
46051,7571
46053,4023
46055,1855
46057,6450
46059,3114
46061,3457
46063,1314
46065,17617
46067,7423
46069,1190
46071,2772
46073,1650
46075,862
46077,5262
46079,11033
46081,28106
46083,73142
46085,3720
46087,5809
46089,2335
46091,4358
46093,30931
46095,1843
46097,2293
46099,206464
46101,6444
46102,13407
46103,115834
46105,2823
46107,2416
46109,10222
46111,2407
46115,6149
46117,3040
46119,1485
46121,9175
46123,5607
46125,9052
46127,17186
46129,5264
46135,23509
46137,2322
47001,80343
47003,53274
47005,16167
47007,15008
47009,141384
47011,112132
47013,40225
47015,15051
47017,28950
47019,57112
47021,42247
47023,17722
47025,32738
47027,7672
47029,37272
47031,60472
47033,13991
47035,64848
47037,719092
47039,11709
47041,21337
47043,56835
47045,36432
47047,44082
47049,19708
47051,44682
47053,51152
47055,30815
47057,24697
47059,72546
47061,13992
47063,66466
47065,381272
47067,6963
47069,25523
47071,27449
47073,58608
47075,17312
47077,28065
47079,32454
47081,25788
47083,8398
47085,19293
47087,12344
47089,57897
47091,18376
47093,501576
47095,6407
47097,24554
47099,46033
47101,13146
47103,36193
47105,60581
47107,55720
47109,26065
47111,26837
47113,99390
47115,29458
47117,37008
47119,110734
47121,13682
47123,48578
47125,240398
47127,6774
47129,21503
47131,30403
47133,23358
47135,8911
47137,5114
47139,18066
47141,83952
47143,34319
47145,56223
47147,76820
47149,369649
47151,22245
47153,17189
47155,100224
47157,913909
47159,20545
47161,14246
47163,162054
47165,208423
47167,61885
47169,12301
47171,17812
47173,20747
47175,6576
47177,42655
47179,138628
47181,16047
47183,33110
47185,28697
47187,265312
47189,164352
48001,59134
48003,18722
48005,87698
48007,25351
48009,9066
48011,1830
48013,52039
48015,31661
48017,6853
48019,22629
48021,111131
48023,3499
48025,31308
48027,394065
48029,2098189
48031,13093
48033,570
48035,18982
48037,91692
48039,401422
48041,247263
48043,9579
48045,1451
48047,6895
48049,38477
48051,19575
48053,54336
48055,50107
48057,19798
48059,14455
48061,428508
48063,13041
48065,5865
48067,28668
48069,7330
48071,54193
48073,52651
48075,6757
48077,10694
48079,2571
48081,3378
48083,7909
48085,1207964
48087,2561
48089,21250
48091,194097
48093,14058
48095,3280
48097,43779
48099,85620
48101,1292
48103,4587
48105,2842
48107,4990
48109,2195
48111,7372
48113,2636254
48115,11903
48117,18460
48119,5563
48121,1013736
48123,20238
48125,1711
48127,8279
48129,3177
48131,9626
48133,18199
48135,165450
48137,1391
48139,223324
48141,874836
48143,44439
48145,17670
48147,37865
48149,25485
48151,3618
48153,5116
48155,1084
48157,927120
48159,10737
48161,20358
48163,18811
48165,22524
48167,362586
48169,4590
48171,27809
48173,1151
48175,7183
48177,20030
48179,21030
48181,147056
48183,126531
48185,32527
48187,189056
48189,32014
48191,2810
48193,8593
48195,5097
48197,3470
48199,58227
48201,4903450
48203,71004
48205,5137
48207,5442
48209,281697
48211,3143
48213,86277
48215,902443
48217,38206
48219,21325
48221,67681
48223,38261
48225,22082
48227,30704
48229,3483
48231,113754
48233,19997
48235,1563
48237,9220
48239,15195
48241,32725
48243,1850
48245,253392
48247,4657
48249,38811
48251,203196
48253,20765
48255,15054
48257,186715
48259,50494
48261,351
48263,728
48265,53878
48267,4465
48269,215
48271,3204
48273,30381
48275,3318
48277,51093
48279,12768
48281,23319
48283,6599
48285,20604
48287,18250
48289,16556
48291,109172
48293,22405
48295,2915
48297,11828
48299,22883
48301,46
48303,322434
48305,5811
48307,7516
48309,268778
48311,579
48313,13750
48315,9693
48317,5200
48319,3912
48321,36422
48323,58203
48325,54851
48327,1958
48329,178357
48331,26033
48333,4550
48335,9104
48337,21680
48339,715345
48341,21423
48343,12133
48345,1023
48347,65636
48349,55719
48351,12101
48353,14281
48355,352645
48357,9774
48359,1787
48361,85857
48363,29762
48365,22816
48367,173565
48369,9691
48371,14720
48373,54146
48375,115309
48377,5776
48379,13059
48381,148190
48383,3178
48385,2854
48387,11651
48389,11856
48391,6711
48393,819
48395,17322
48397,131636
48399,9909
48401,53271
48403,10118
48405,7882
48407,29126
48409,70770
48411,5543
48413,2369
48415,16230
48417,3204
48419,24258
48421,2710
48423,245955
48425,9881
48427,66215
48429,9380
48431,1377
48433,1220
48435,3227
48437,6899
48439,2197915
48441,147618
48443,702
48445,11583
48447,1531
48449,31423
48451,119334
48453,1348043
48455,14269
48457,20435
48459,43425
48461,3131
48463,25012
48465,47863
48467,64077
48469,91756
48471,82566
48473,63936
48475,10974
48477,37286
48479,270538
48481,41855
48483,4825
48485,130102
48487,12529
48489,20003
48491,701640
48493,54354
48495,7447
48497,78051
48499,47981
48501,7517
48503,18131
48505,13782
48507,9339
49001,7291
49003,62878
49005,143193
49007,20607
49009,983
49011,374430
49013,20541
49015,10149
49017,5320
49019,9810
49021,64485
49023,13016
49025,8446
49027,13432
49029,13004
49031,1546
49033,2665
49035,1200544
49037,14390
49039,30450
49041,22367
49043,42939
49045,82137
49047,37903
49049,725359
49051,37303
49053,202735
49055,2613
49057,272686
50001,37886
50003,37185
50005,30623
50007,170092
50009,5993
50011,50902
50013,7509
50015,26233
50017,29930
50019,27697
50021,60369
50023,60258
50025,45985
50027,58046
51001,33288
51003,115857
51005,14698
51007,13596
51009,31559
51011,16835
51013,235181
51015,78250
51017,4070
51515,81628
51021,6221
51023,34154
51025,15801
51027,18978
51029,16988
51031,55248
51033,32705
51035,29202
51036,6635
51037,11387
51041,384693
51043,15405
51045,4827
51047,55065
51049,9875
51051,13594
51053,28377
51057,10618
51600,1146677
51061,75256
51063,15693
51065,28480
51620,55471
51069,96178
51071,16461
51073,40024
51075,27216
51077,15235
51079,21391
51081,11174
51083,33434
51085,114193
51087,335729
51089,49636
51091,2351
51093,40667
51095,82346
51097,6746
51099,28422
51101,19035
51103,10927
51105,21761
51107,437164
51109,41008
51111,12042
51113,14135
51115,8568
51117,30622
51119,10938
51121,99134
51125,14625
51127,26211
51131,12026
51133,12388
51135,15570
51137,38487
51139,23682
51141,17440
51143,59581
51145,32113
51147,21998
51149,43048
51153,491578
51155,33607
51157,7455
51760,9162
51770,97263
51163,22394
51165,86630
51167,25502
51169,21444
51171,45185
51173,29187
51175,18000
51177,149614
51179,165821
51181,6575
51183,10794
51185,39222
51187,41982
51191,54028
51193,18918
51195,35191
51197,28171
51199,71046
51510,156271
51520,16668
51530,6574
51540,45047
51550,253967
51570,18446
51580,5611
51590,42108
51595,5479
51600,25426
51610,14805
51620,8316
51630,29226
51640,6799
51650,137157
51660,51378
51670,22883
51678,7556
51680,79775
51683,43087
51685,16448
51690,13753
51700,183249
51710,231378
51720,3501
51730,33328
51735,12613
51740,96782
51750,16994
51760,230383
51770,97503
51775,25669
51790,25936
51800,101050
51810,453779
51820,23083
51830,16116
51840,27754
53001,20857
53003,22510
53005,215445
53007,80439
53009,77589
53011,522467
53013,4055
53015,113040
53017,45010
53019,7472
53021,99554
53023,2360
53025,103088
53027,77570
53029,86369
53031,33725
53033,2296813
53035,277650
53037,47845
53039,23688
53041,86264
53043,11760
53045,68754
53047,43998
53049,24173
53051,14362
53053,931718
53055,18605
53057,131754
53059,12639
53061,850297
53063,552758
53065,48838
53067,299519
53069,4767
53071,61789
53073,232686
53075,47900
53077,257193
54001,15443
54003,132851
54005,20600
54007,12139
54009,21438
54011,92036
54013,5945
54015,7740
54017,7685
54019,39079
54021,7221
54023,10985
54025,32123
54027,23632
54029,28191
54031,14293
54033,64513
54035,27668
54037,59744
54039,174602
54041,16605
54043,19699
54045,30910
54047,17425
54049,55805
54051,29517
54053,24815
54055,58008
54057,26806
54059,22025
54061,107749
54063,12376
54065,17580
54067,24104
54069,41221
54071,5998
54073,7420
54075,7739
54077,34050
54079,56942
54081,72526
54083,27359
54085,8187
54087,13678
54089,11581
54091,16385
54093,6618
54095,7894
54097,23566
54099,37779
54101,8025
54103,13972
54105,4994
54107,82947
54109,20262
55001,21528
55003,16103
55005,46922
55007,16809
55009,272074
55011,13440
55013,17089
55015,53303
55017,66949
55019,34792
55021,57949
55023,15991
55025,579739
55027,88501
55029,30566
55031,44252
55033,45827
55035,108058
55037,4695
55039,104135
55041,9381
55043,51894
55045,36934
55047,19417
55049,23881
55051,6277
55053,20938
55055,85971
55057,26557
55059,167867
55061,20733
55063,120717
55065,17059
55067,19435
55069,28430
55071,81325
55073,138838
55075,42113
55077,15851
55078,4221
55079,921860
55081,46193
55083,39741
55085,38189
55087,193828
55089,93520
55091,7482
55093,43101
55095,45845
55097,71461
55099,14098
55101,197407
55103,17251
55105,164443
55107,14252
55109,97156
55111,66143
55113,18619
55115,41148
55117,117995
55119,20123
55121,30939
55123,31143
55125,23914
55127,106008
55129,16996
55131,138496
55133,414013
55135,51324
55137,25014
55139,172105
55141,74037
56001,38624
56003,12061
56005,47511
56007,14317
56009,13850
56011,7596
56013,39800
56015,12662
56017,4652
56019,8792
56021,101079
56023,20909
56025,79968
56027,2327
56029,30822
56031,8581
56033,32581
56035,8991
56037,41288
56039,23368
56041,20724
56043,7736
56045,6828
