,County,Income,State
1579,Scotland,"53,928",Oregon
1580,Scott,"53,227",Oregon
1581,Shannon,"43,901",Oregon
1582,Shelby,"52,995",Oregon
1583,Stoddard,"47,497",Oregon
1584,Stone,"51,791",Oregon
1585,Sullivan,"50,451",Oregon
1586,Taney,"48,862",Oregon
1587,Texas,"39,031",Texas
1588,Vernon,"47,572",Texas
1589,Warren,"55,061",Texas
1590,Washington,"40,328",Washington
1591,Wayne,"46,365",Washington
1592,Webster,"43,890",Washington
1593,Worth,"47,533",Washington
1594,Wright,"40,817",Washington
1595,St. Louis City,"63,316",Washington
1596,Beaverhead,"59,595",Montana
1597,Big Horn,"39,605",Montana
1598,Blaine,"38,079",Montana
1599,Broadwater,"55,371",Montana
1600,Carbon,"68,244",Montana
1601,Carter,"44,997",Montana
1602,Cascade,"60,126",Montana
1603,Chouteau,"56,448",Montana
1604,Custer,"55,578",Montana
1605,Daniels,"60,973",Montana
1606,Dawson,"53,091",Montana
1607,Deer Lodge,"51,110",Montana
1608,Fallon,"55,859",Montana
1609,Fergus,"54,647",Montana
1610,Flathead,"68,725",Montana
1611,Gallatin,"87,254",Montana
1612,Garfield,"48,179",Montana
1613,Glacier,"48,573",Montana
1614,Golden Valley,"55,872",Montana
1615,Granite,"53,768",Montana
1616,Hill,"55,344",Montana
1617,Jefferson,"63,881",Montana
1618,Judith Basin,"58,342",Montana
1619,Lake,"49,027",Montana
1620,Lewis and Clark,"62,214",Montana
1621,Liberty,"71,171",Montana
1622,Lincoln,"47,487",Montana
1623,McCone,"51,063",Montana
1624,Madison,"75,313",Montana
1625,Meagher,"57,679",Montana
1626,Mineral,"48,250",Montana
1627,Missoula,"68,344",Montana
1628,Musselshell,"51,852",Montana
1629,Park,"67,131",Montana
1630,Petroleum,"38,300",Montana
1631,Phillips,"45,314",Montana
1632,Pondera,"65,512",Montana
1633,Powder River,"46,200",Montana
1634,Powell,"53,396",Montana
1635,Prairie,"58,179",Montana
1636,Ravalli,"63,195",Montana
1637,Richland,"72,410",Montana
1638,Roosevelt,"45,113",Montana
1639,Rosebud,"55,754",Montana
1640,Sanders,"45,599",Montana
1641,Sheridan,"55,175",Montana
1642,Silver Bow,"60,001",Montana
1643,Stillwater,"68,586",Montana
1644,Sweet Grass,"60,941",Montana
1645,Teton,"60,745",Montana
1646,Toole,"64,617",Montana
1647,Treasure,"58,733",Montana
1648,Valley,"60,061",Montana
1649,Wheatland,"52,079",Montana
1650,Wibaux,"45,322",Montana
1651,Yellowstone,"68,959",Montana
1652,Adams,"68,330",Nebraska
1653,Antelope,"76,372",Nebraska
1654,Arthur,"70,075",Nebraska
1655,Banner,"75,754",Nebraska
1656,Blaine,"78,261",Nebraska
1657,Boone,"79,710",Nebraska
1658,Box Butte,"58,744",Nebraska
1659,Boyd,"81,977",Nebraska
1660,Brown,"71,794",Nebraska
1661,Buffalo,"74,630",Nebraska
1662,Burt,"60,531",Nebraska
1663,Butler,"71,971",Nebraska
1664,Cass,"67,310",Nebraska
1665,Cedar,"71,135",Nebraska
1666,Chase,"80,528",Nebraska
1667,Cherry,"66,828",Nebraska
1668,Cheyenne,"53,195",Nebraska
1669,Clay,"69,182",Nebraska
1670,Colfax,"61,048",Nebraska
1671,Cuming,"87,392",Nebraska
1672,Custer,"65,823",Nebraska
1673,Dakota,"62,463",Nebraska
1674,Dawes,"50,264",Nebraska
1675,Dawson,"54,945",Nebraska
1676,Deuel,"48,095",Nebraska
1677,Dixon,"62,851",Nebraska
1678,Dodge,"65,594",Nebraska
1679,Douglas,"81,570",Nebraska
1680,Dundy,"107,381",Nebraska
1681,Fillmore,"82,547",Nebraska
1682,Franklin,"68,950",Nebraska
1683,Frontier,"66,000",Nebraska
1684,Furnas,"70,215",Nebraska
1685,Gage,"80,101",Nebraska
1686,Garden,"62,438",Nebraska
1687,Garfield,"60,193",Nebraska
1688,Gosper,"74,113",Nebraska
1689,Grant,"61,745",Nebraska
1690,Greeley,"75,828",Nebraska
1691,Hall,"59,802",Nebraska
1692,Hamilton,"73,733",Nebraska
1693,Harlan,"74,351",Nebraska
1694,Hayes,"89,965",Nebraska
1695,Hitchcock,"67,709",Nebraska
1696,Holt,"70,612",Nebraska
1697,Hooker,"53,697",Nebraska
1698,Howard,"62,103",Nebraska
1699,Jefferson,"63,034",Nebraska
1700,Johnson,"48,024",Nebraska
1701,Kearney,"94,356",Nebraska
1702,Keith,"60,135",Nebraska
1703,Keya Paha,"66,245",Nebraska
1704,Kimball,"65,186",Nebraska
1705,Knox,"66,048",Nebraska
1706,Lancaster,"66,280",Nebraska
1707,Lincoln,"72,970",Nebraska
1708,Logan,"71,302",Nebraska
1709,Loup,"76,269",Nebraska
1710,McPherson,"86,039",Nebraska
1711,Madison,"67,240",Nebraska
1712,Merrick,"64,821",Nebraska
1713,Morrill,"78,663",Nebraska
1714,Nance,"61,894",Nebraska
1715,Nemaha,"59,432",Nebraska
1716,Nuckolls,"79,865",Nebraska
1717,Otoe,"62,848",Nebraska
1718,Pawnee,"63,343",Nebraska
1719,Perkins,"90,815",Nebraska
1720,Phelps,"70,667",Nebraska
1721,Pierce,"117,544",Nebraska
1722,Platte,"62,340",Nebraska
1723,Polk,"76,182",Nebraska
1724,Red Willow,"60,705",Nebraska
1725,Richardson,"61,331",Nebraska
1726,Rock,"94,000",Nebraska
1727,Saline,"56,359",Nebraska
1728,Sarpy,"66,625",Nebraska
1729,Saunders,"71,628",Nebraska
1730,Scotts Bluff,"57,327",Nebraska
1731,Seward,"68,090",Nebraska
1732,Sheridan,"70,339",Nebraska
1733,Sherman,"65,396",Nebraska
1734,Sioux,"81,581",Nebraska
1735,Stanton,"66,754",Nebraska
1736,Thayer,"71,989",Nebraska
1737,Thomas,"66,656",Nebraska
1738,Thurston,"67,487",Nebraska
1739,Valley,"75,469",Nebraska
1740,Washington,"74,042",Washington
1741,Wayne,"58,154",Washington
1742,Webster,"65,987",Washington
1743,Wheeler,"78,826",Washington
1744,York,"68,781",Washington
1745,Churchill,"56,685",Nevada
1746,Clark,"63,767",Nevada
1747,Douglas,"100,931",Nevada
1748,Elko,"56,996",Nevada
1749,Esmeralda,"59,971",Nevada
1750,Eureka,"49,792",Nevada
1751,Humboldt,"58,033",Nevada
1752,Lander,"77,150",Nevada
1753,Lincoln,"49,718",Nevada
1754,Lyon,"50,379",Nevada
1755,Mineral,"50,305",Nevada
1756,Nye,"44,626",Nevada
1757,Pershing,"42,673",Nevada
1758,Storey,"79,728",Nevada
1759,Washoe,"81,371",Nevada
1760,White Pine,"63,243",Nevada
1761,Carson City,"63,498",Nevada
1762,Belknap,"79,465",New Hampshire
1763,Carroll,"78,581",New Hampshire
1764,Cheshire,"67,094",New Hampshire
1765,Coos,"55,665",New Hampshire
1766,Grafton,"79,934",New Hampshire
1767,Hillsborough,"76,187",New Hampshire
1768,Merrimack,"73,531",New Hampshire
1769,Rockingham,"97,082",New Hampshire
1770,Strafford,"65,643",New Hampshire
1771,Sullivan,"68,216",New Hampshire
1772,Atlantic,"60,493",New Jersey
1773,Bergen,"102,229",New Jersey
1774,Burlington,"74,684",New Jersey
1775,Camden,"64,987",New Jersey
1776,Cape May,"78,963",New Jersey
1777,Cumberland,"49,367",New Jersey
1778,Essex,"80,460",New Jersey
1779,Gloucester,"66,061",New Jersey
1780,Hudson,"79,982",New Jersey
1781,Hunterdon,"105,801",New Jersey
1782,Mercer,"84,392",New Jersey
1783,Middlesex,"75,352",New Jersey
1784,Monmouth,"100,477",New Jersey
1785,Morris,"115,850",New Jersey
1786,Ocean,"62,195",New Jersey
1787,Passaic,"60,002",New Jersey
1788,Salem,"57,119",New Jersey
1789,Somerset,"121,076",New Jersey
1790,Sussex,"75,364",New Jersey
1791,Union,"82,502",New Jersey
1792,Warren,"66,483",New Jersey
1793,Bernalillo,"58,895",New Mexico
1794,Catron,"41,950",New Mexico
1795,Chaves,"52,720",New Mexico
1796,Cibola,"35,144",New Mexico
1797,Colfax,"51,567",New Mexico
1798,Curry,"56,323",New Mexico
1799,De Baca,"62,571",New Mexico
1800,Doña Ana,"47,712",New Mexico
1801,Eddy,"76,555",New Mexico
1802,Grant,"52,958",New Mexico
1803,Guadalupe,"45,873",New Mexico
1804,Harding,"48,556",New Mexico
1805,Hidalgo,"56,047",New Mexico
1806,Lea,"58,422",New Mexico
1807,Lincoln,"54,474",New Mexico
1808,Los Alamos,"91,773",New Mexico
1809,Luna,"40,299",New Mexico
1810,McKinley,"36,133",New Mexico
1811,Mora,"56,989",New Mexico
1812,Otero,"43,353",New Mexico
1813,Quay,"47,250",New Mexico
1814,Rio Arriba,"45,521",New Mexico
1815,Roosevelt,"51,180",New Mexico
1816,Sandoval,"56,559",New Mexico
1817,San Juan,"46,055",New Mexico
1818,San Miguel,"46,983",New Mexico
1819,Santa Fe,"77,717",New Mexico
1820,Sierra,"49,743",New Mexico
1821,Socorro,"45,149",New Mexico
1822,Taos,"49,430",New Mexico
1823,Torrance,"47,308",New Mexico
1824,Union,"40,654",New Mexico
1825,Valencia,"46,944",New Mexico
1826,Albany,"78,464",New York
1827,Allegany,"42,832",New York
1828,Bronx,"44,736",New York
1829,Broome,"52,147",New York
1830,Cattaraugus,"48,342",New York
1831,Cayuga,"53,644",New York
1832,Chautauqua,"49,640",New York
1833,Chemung,"53,850",New York
1834,Chenango,"54,527",New York
1835,Clinton,"55,008",New York
1836,Columbia,"74,642",New York
1837,Cortland,"50,994",New York
1838,Delaware,"50,348",Delaware
1839,Dutchess,"71,391",Delaware
1840,Erie,"62,207",Delaware
1841,Essex,"58,326",Delaware
1842,Franklin,"53,153",Delaware
1843,Fulton,"53,781",Delaware
1844,Genesee,"53,104",Delaware
1845,Greene,"61,918",Delaware
1846,Hamilton,"59,276",Delaware
1847,Herkimer,"52,027",Delaware
1848,Jefferson,"54,926",Delaware
1849,Kings,"67,081",Delaware
1850,Lewis,"56,060",Delaware
1851,Livingston,"53,117",Delaware
1852,Madison,"58,687",Delaware
1853,Monroe,"63,593",Delaware
1854,Montgomery,"50,879",Delaware
1855,Nassau,"104,873",Delaware
1856,New York,"214,991",New York
1857,Niagara,"56,135",New York
1858,Oneida,"56,075",New York
1859,Onondaga,"63,854",New York
1860,Ontario,"64,723",New York
1861,Orange,"60,539",New York
1862,Orleans,"48,729",New York
1863,Oswego,"49,548",New York
1864,Otsego,"53,098",New York
1865,Putnam,"84,598",New York
1866,Queens,"60,271",New York
1867,Rensselaer,"60,836",New York
1868,Richmond,"66,807",New York
1869,Rockland,"71,330",New York
1870,St. Lawrence,"47,495",New York
1871,Saratoga,"81,008",New York
1872,Schenectady,"60,259",New York
1873,Schoharie,"53,174",New York
1874,Schuyler,"52,126",New York
1875,Seneca,"50,044",New York
1876,Steuben,"56,349",New York
1877,Suffolk,"88,816",New York
1878,Sullivan,"57,831",New York
1879,Tioga,"54,765",New York
1880,Tompkins,"54,159",New York
1881,Ulster,"66,314",New York
1882,Warren,"66,384",New York
1883,Washington,"51,044",Washington
1884,Wayne,"57,109",Washington
1885,Westchester,"130,834",Washington
1886,Wyoming,"50,759",Wyoming
1887,Yates,"51,837",Wyoming
1888,Alamance,"51,405",North Carolina
1889,Alexander,"49,694",North Carolina
1890,Alleghany,"46,732",North Carolina
1891,Anson,"51,004",North Carolina
1892,Ashe,"48,453",North Carolina
1893,Avery,"50,256",North Carolina
1894,Beaufort,"57,387",North Carolina
1895,Bertie,"49,592",North Carolina
1896,Bladen,"50,481",North Carolina
1897,Brunswick,"62,104",North Carolina
1898,Buncombe,"66,288",North Carolina
1899,Burke,"47,560",North Carolina
1900,Cabarrus,"57,694",North Carolina
1901,Caldwell,"47,398",North Carolina
1902,Camden,"60,407",North Carolina
1903,Carteret,"68,500",North Carolina
1904,Caswell,"43,437",North Carolina
1905,Catawba,"57,624",North Carolina
1906,Chatham,"85,995",North Carolina
1907,Cherokee,"41,999",North Carolina
1908,Chowan,"54,599",North Carolina
1909,Clay,"47,138",North Carolina
1910,Cleveland,"47,778",North Carolina
1911,Columbus,"45,922",North Carolina
1912,Craven,"58,120",North Carolina
1913,Cumberland,"48,345",North Carolina
1914,Currituck,"63,750",North Carolina
1915,Dare,"79,309",North Carolina
1916,Davidson,"51,406",North Carolina
1917,Davie,"63,324",North Carolina
1918,Duplin,"53,711",North Carolina
1919,Durham,"64,059",North Carolina
1920,Edgecombe,"47,194",North Carolina
1921,Forsyth,"60,481",North Carolina
1922,Franklin,"49,691",North Carolina
1923,Gaston,"52,373",North Carolina
1924,Gates,"52,872",North Carolina
1925,Graham,"44,387",North Carolina
1926,Granville,"49,896",North Carolina
1927,Greene,"40,266",North Carolina
1928,Guilford,"59,170",North Carolina
1929,Halifax,"46,895",North Carolina
1930,Harnett,"47,518",North Carolina
1931,Haywood,"53,755",North Carolina
1932,Henderson,"59,258",North Carolina
1933,Hertford,"46,092",North Carolina
1934,Hoke,"43,213",North Carolina
1935,Hyde,"52,292",North Carolina
1936,Iredell,"66,843",North Carolina
1937,Jackson,"46,605",North Carolina
1938,Johnston,"52,757",North Carolina
1939,Jones,"49,621",North Carolina
1940,Lee,"53,310",North Carolina
1941,Lenoir,"53,456",North Carolina
1942,Lincoln,"61,859",North Carolina
1943,McDowell,"47,124",North Carolina
1944,Macon,"52,844",North Carolina
1945,Madison,"47,811",North Carolina
1946,Martin,"44,368",North Carolina
1947,Mecklenburg,"82,500",North Carolina
1948,Mitchell,"47,047",North Carolina
1949,Montgomery,"48,050",North Carolina
1950,Moore,"68,180",North Carolina
1951,Nash,"53,389",North Carolina
1952,New Hanover,"64,831",North Carolina
1953,Northampton,"49,507",North Carolina
1954,Onslow,"53,594",North Carolina
1955,Orange,"82,487",North Carolina
1956,Pamlico,"56,687",North Carolina
1957,Pasquotank,"50,974",North Carolina
1958,Pender,"53,382",North Carolina
1959,Perquimans,"56,511",North Carolina
1960,Person,"48,911",North Carolina
1961,Pitt,"56,956",North Carolina
1962,Polk,"67,589",North Carolina
1963,Randolph,"48,970",North Carolina
1964,Richmond,"47,384",North Carolina
1965,Robeson,"43,550",North Carolina
1966,Rockingham,"48,622",North Carolina
1967,Rowan,"49,008",North Carolina
1968,Rutherford,"44,091",North Carolina
1969,Sampson,"46,676",North Carolina
1970,Scotland,"42,838",North Carolina
1971,Stanly,"50,394",North Carolina
1972,Stokes,"49,687",North Carolina
1973,Surry,"51,241",North Carolina
1974,Swain,"55,328",North Carolina
1975,Transylvania,"60,160",North Carolina
1976,Tyrrell,"46,213",North Carolina
1977,Union,"72,553",North Carolina
1978,Vance,"45,762",North Carolina
1979,Wake,"81,322",North Carolina
1980,Warren,"39,006",North Carolina
1981,Washington,"48,759",Washington
1982,Watauga,"53,013",Washington
1983,Wayne,"50,748",Washington
1984,Wilkes,"49,350",Washington
1985,Wilson,"52,627",Washington
1986,Yadkin,"49,886",Washington
1987,Yancey,"45,449",Washington
1988,Adams,"54,673",North Dakota
1989,Barnes,"74,136",North Dakota
1990,Benson,"60,006",North Dakota
1991,Billings,"89,603",North Dakota
1992,Bottineau,"82,191",North Dakota
1993,Bowman,"72,257",North Dakota
1994,Burke,"89,281",North Dakota
1995,Burleigh,"75,321",North Dakota
1996,Cass,"73,185",North Dakota
1997,Cavalier,"106,795",North Dakota
1998,Dickey,"99,866",North Dakota
1999,Divide,"68,807",North Dakota
2000,Dunn,"103,731",North Dakota
2001,Eddy,"83,562",North Dakota
2002,Emmons,"69,003",North Dakota
2003,Foster,"83,274",North Dakota
2004,Golden Valley,"49,510",North Dakota
2005,Grand Forks,"63,280",North Dakota
2006,Grant,"53,999",North Dakota
2007,Griggs,"86,194",North Dakota
2008,Hettinger,"55,263",North Dakota
2009,Kidder,"77,327",North Dakota
2010,LaMoure,"91,051",North Dakota
2011,Logan,"72,030",North Dakota
2012,McHenry,"75,774",North Dakota
2013,McIntosh,"74,321",North Dakota
2014,McKenzie,"84,357",North Dakota
2015,McLean,"72,821",North Dakota
2016,Mercer,"66,823",North Dakota
2017,Morton,"63,288",North Dakota
2018,Mountrail,"80,515",North Dakota
2019,Nelson,"83,523",North Dakota
2020,Oliver,"55,494",North Dakota
2021,Pembina,"83,598",North Dakota
2022,Pierce,"66,771",North Dakota
2023,Ramsey,"67,469",North Dakota
2024,Ransom,"78,909",North Dakota
2025,Renville,"94,262",North Dakota
2026,Richland,"70,746",North Dakota
2027,Rolette,"56,859",North Dakota
2028,Sargent,"96,135",North Dakota
2029,Sheridan,"67,934",North Dakota
2030,Sioux,"37,765",North Dakota
2031,Slope,"47,105",North Dakota
2032,Stark,"71,645",North Dakota
2033,Steele,"97,896",North Dakota
2034,Stutsman,"68,370",North Dakota
2035,Towner,"101,180",North Dakota
2036,Traill,"72,754",North Dakota
2037,Walsh,"70,222",North Dakota
2038,Ward,"66,524",North Dakota
2039,Wells,"89,429",North Dakota
2040,Williams,"75,412",North Dakota
2041,Adams,"46,026",Ohio
2042,Allen,"54,010",Ohio
2043,Ashland,"51,242",Ohio
2044,Ashtabula,"50,508",Ohio
2045,Athens,"42,018",Ohio
2046,Auglaize,"60,383",Ohio
2047,Belmont,"51,534",Ohio
2048,Brown,"49,102",Ohio
2049,Butler,"58,192",Ohio
2050,Carroll,"50,809",Ohio
2051,Champaign,"51,945",Ohio
2052,Clark,"50,553",Ohio
2053,Clermont,"63,599",Ohio
2054,Clinton,"53,901",Ohio
2055,Columbiana,"47,871",Ohio
2056,Coshocton,"44,741",Ohio
2057,Crawford,"48,370",Ohio
2058,Cuyahoga,"68,360",Ohio
2059,Darke,"56,920",Ohio
2060,Defiance,"50,168",Ohio
2061,Delaware,"93,124",Delaware
2062,Erie,"61,964",Delaware
2063,Fairfield,"58,194",Delaware
2064,Fayette,"49,752",Delaware
2065,Franklin,"63,874",Delaware
2066,Fulton,"56,773",Delaware
2067,Gallia,"50,025",Delaware
2068,Geauga,"86,579",Delaware
2069,Greene,"64,628",Delaware
2070,Guernsey,"51,043",Delaware
2071,Hamilton,"75,833",Delaware
2072,Hancock,"62,204",Delaware
2073,Hardin,"42,958",Delaware
2074,Harrison,"50,642",Delaware
2075,Henry,"55,580",Delaware
2076,Highland,"46,608",Delaware
2077,Hocking,"48,115",Delaware
2078,Holmes,"60,632",Delaware
2079,Huron,"50,983",Delaware
2080,Jackson,"43,799",Delaware
2081,Jefferson,"48,346",Delaware
2082,Knox,"55,379",Delaware
2083,Lake,"63,667",Delaware
2084,Lawrence,"51,367",Delaware
2085,Licking,"58,710",Delaware
2086,Logan,"51,515",Delaware
2087,Lorain,"59,141",Delaware
2088,Lucas,"57,012",Delaware
2089,Madison,"54,404",Delaware
2090,Mahoning,"54,630",Delaware
2091,Marion,"45,112",Delaware
2092,Medina,"70,562",Delaware
2093,Meigs,"44,864",Delaware
2094,Mercer,"67,802",Delaware
2095,Miami,"60,457",Delaware
2096,Monroe,"44,894",Delaware
2097,Montgomery,"58,304",Delaware
2098,Morgan,"45,751",Delaware
2099,Morrow,"51,281",Delaware
2100,Muskingum,"52,225",Delaware
2101,Noble,"33,492",Delaware
2102,Ottawa,"66,465",Delaware
2103,Paulding,"54,129",Delaware
2104,Perry,"48,777",Delaware
2105,Pickaway,"52,884",Delaware
2106,Pike,"48,745",Delaware
2107,Portage,"57,326",Delaware
2108,Preble,"52,241",Delaware
2109,Putnam,"63,830",Delaware
2110,Richland,"48,116",Delaware
2111,Ross,"46,934",Delaware
2112,Sandusky,"52,046",Delaware
2113,Scioto,"49,423",Delaware
2114,Seneca,"50,248",Delaware
2115,Shelby,"55,606",Delaware
2116,Stark,"56,961",Delaware
2117,Summit,"64,598",Delaware
2118,Trumbull,"49,159",Delaware
2119,Tuscarawas,"57,335",Delaware
2120,Union,"73,664",Delaware
2121,Van Wert,"53,340",Delaware
2122,Vinton,"43,796",Delaware
2123,Warren,"77,881",Delaware
2124,Washington,"55,168",Washington
2125,Wayne,"58,161",Washington
2126,Williams,"52,187",Washington
2127,Wood,"59,887",Washington
2128,Wyandot,"59,710",Washington
2129,Adair,"42,679",Oklahoma
2130,Alfalfa,"48,610",Oklahoma
2131,Atoka,"37,738",Oklahoma
2132,Beaver,"69,284",Oklahoma
2133,Beckham,"42,510",Oklahoma
2134,Blaine,"54,975",Oklahoma
2135,Bryan,"46,331",Oklahoma
2136,Caddo,"47,172",Oklahoma
2137,Canadian,"56,000",Oklahoma
2138,Carter,"53,086",Oklahoma
2139,Cherokee,"43,232",Oklahoma
2140,Choctaw,"43,172",Oklahoma
2141,Cimarron,"80,911",Oklahoma
2142,Cleveland,"54,522",Oklahoma
2143,Coal,"46,976",Oklahoma
2144,Comanche,"51,375",Oklahoma
2145,Cotton,"54,529",Oklahoma
2146,Craig,"47,115",Oklahoma
2147,Creek,"50,595",Oklahoma
2148,Custer,"49,244",Oklahoma
2149,Delaware,"46,212",Delaware
2150,Dewey,"60,783",Delaware
2151,Ellis,"63,914",Delaware
2152,Garfield,"51,152",Delaware
2153,Garvin,"50,882",Delaware
2154,Grady,"50,790",Delaware
2155,Grant,"62,676",Delaware
2156,Greer,"39,560",Delaware
2157,Harmon,"60,399",Delaware
2158,Harper,"66,533",Delaware
2159,Haskell,"46,167",Delaware
2160,Hughes,"46,378",Delaware
2161,Jackson,"54,031",Delaware
2162,Jefferson,"44,947",Delaware
2163,Johnston,"50,204",Delaware
2164,Kay,"49,623",Delaware
2165,Kingfisher,"73,533",Delaware
2166,Kiowa,"47,696",Delaware
2167,Latimer,"42,400",Delaware
2168,Le Flore,"43,023",Delaware
2169,Lincoln,"46,586",Delaware
2170,Logan,"51,254",Delaware
2171,Love,"45,712",Delaware
2172,McClain,"58,603",Delaware
2173,McCurtain,"46,108",Delaware
2174,McIntosh,"44,389",Delaware
2175,Major,"51,281",Delaware
2176,Marshall,"48,734",Delaware
2177,Mayes,"47,773",Delaware
2178,Murray,"51,005",Delaware
2179,Muskogee,"47,792",Delaware
2180,Noble,"53,893",Delaware
2181,Nowata,"49,125",Delaware
2182,Okfuskee,"40,201",Delaware
2183,Oklahoma,"72,954",Oklahoma
2184,Okmulgee,"45,207",Oklahoma
2185,Osage,"45,299",Oklahoma
2186,Ottawa,"47,987",Oklahoma
2187,Pawnee,"45,758",Oklahoma
2188,Payne,"47,401",Oklahoma
2189,Pittsburg,"45,267",Oklahoma
2190,Pontotoc,"56,112",Oklahoma
2191,Pottawatomie,"49,485",Oklahoma
2192,Pushmataha,"41,900",Oklahoma
2193,Roger Mills,"55,166",Oklahoma
2194,Rogers,"55,985",Oklahoma
2195,Seminole,"44,566",Oklahoma
2196,Sequoyah,"44,534",Oklahoma
2197,Stephens,"53,673",Oklahoma
2198,Texas,"62,433",Texas
2199,Tillman,"41,237",Texas
2200,Tulsa,"78,619",Texas
2201,Wagoner,"51,664",Texas
2202,Washington,"111,286",Washington
2203,Washita,"42,987",Washington
2204,Woods,"52,976",Washington
2205,Woodward,"44,533",Washington
2206,Baker,"52,392",Oregon
2207,Benton,"60,307",Oregon
2208,Clackamas,"80,269",Oregon
2209,Clatsop,"60,930",Oregon
2210,Columbia,"59,020",Oregon
2211,Coos,"59,838",Oregon
2212,Crook,"57,968",Oregon
2213,Curry,"57,405",Oregon
2214,Deschutes,"81,025",Oregon
2215,Douglas,"52,684",Oregon
2216,Gilliam,"71,618",Oregon
2217,Grant,"54,969",Oregon
2218,Harney,"53,228",Oregon
2219,Hood River,"71,946",Oregon
2220,Jackson,"62,541",Oregon
2221,Jefferson,"46,111",Oregon
2222,Josephine,"55,038",Oregon
2223,Klamath,"51,246",Oregon
2224,Lake,"50,163",Oregon
2225,Lane,"61,634",Oregon
2226,Lincoln,"59,715",Oregon
2227,Linn,"57,016",Oregon
2228,Malheur,"40,360",Oregon
2229,Marion,"58,470",Oregon
2230,Morrow,"58,480",Oregon
2231,Multnomah,"75,772",Oregon
2232,Polk,"55,086",Oregon
2233,Sherman,"66,483",Oregon
2234,Tillamook,"61,950",Oregon
2235,Umatilla,"53,253",Oregon
2236,Union,"53,469",Oregon
2237,Wallowa,"59,576",Oregon
2238,Wasco,"56,865",Oregon
2239,Washington,"79,139",Washington
2240,Wheeler,"49,563",Washington
2241,Yamhill,"61,974",Washington
2242,Adams,"58,880",Pennsylvania
2243,Allegheny,"75,468",Pennsylvania
2244,Armstrong,"58,854",Pennsylvania
2245,Beaver,"58,206",Pennsylvania
2246,Bedford,"52,510",Pennsylvania
2247,Berks,"61,575",Pennsylvania
2248,Blair,"57,782",Pennsylvania
2249,Bradford,"50,930",Pennsylvania
2250,Bucks,"92,846",Pennsylvania
2251,Butler,"73,039",Pennsylvania
2252,Cambria,"50,932",Pennsylvania
2253,Cameron,"54,148",Pennsylvania
2254,Carbon,"62,353",Pennsylvania
2255,Centre,"57,800",Pennsylvania
2256,Chester,"108,215",Pennsylvania
2257,Clarion,"50,175",Pennsylvania
2258,Clearfield,"57,841",Pennsylvania
2259,Clinton,"48,383",Pennsylvania
2260,Columbia,"52,692",Pennsylvania
2261,Crawford,"51,236",Pennsylvania
2262,Cumberland,"68,998",Pennsylvania
2263,Dauphin,"60,670",Pennsylvania
2264,Delaware,"83,368",Delaware
2265,Elk,"53,862",Delaware
2266,Erie,"54,694",Delaware
2267,Fayette,"51,467",Delaware
2268,Forest,"30,606",Delaware
2269,Franklin,"58,380",Delaware
2270,Fulton,"49,640",Delaware
2271,Greene,"52,757",Delaware
2272,Huntingdon,"46,957",Delaware
2273,Indiana,"48,336",Indiana
2274,Jefferson,"50,976",Indiana
2275,Juniata,"62,851",Indiana
2276,Lackawanna,"56,985",Indiana
2277,Lancaster,"66,876",Indiana
2278,Lawrence,"53,835",Indiana
2279,Lebanon,"58,851",Indiana
2280,Lehigh,"65,898",Indiana
2281,Luzerne,"53,214",Indiana
2282,Lycoming,"53,630",Indiana
2283,McKean,"51,318",Indiana
2284,Mercer,"51,133",Indiana
2285,Mifflin,"49,197",Indiana
2286,Monroe,"54,716",Indiana
2287,Montgomery,"101,172",Indiana
2288,Montour,"70,610",Indiana
2289,Northampton,"68,050",Indiana
2290,Northumberland,"50,445",Indiana
2291,Perry,"56,411",Indiana
2292,Philadelphia,"61,829",Indiana
2293,Pike,"59,543",Indiana
2294,Potter,"48,180",Indiana
2295,Schuylkill,"52,049",Indiana
2296,Snyder,"54,472",Indiana
2297,Somerset,"49,685",Indiana
2298,Sullivan,"59,379",Indiana
2299,Susquehanna,"61,452",Indiana
2300,Tioga,"47,580",Indiana
2301,Union,"53,495",Indiana
2302,Venango,"51,568",Indiana
2303,Warren,"52,057",Indiana
2304,Washington,"75,091",Washington
2305,Wayne,"57,575",Washington
2306,Westmoreland,"64,021",Washington
2307,Wyoming,"57,180",Wyoming
2308,York,"60,915",Wyoming
2309,Bristol,"92,538",Rhode Island
2310,Kent,"72,004",Rhode Island
2311,Newport,"89,517",Rhode Island
2312,Providence,"58,572",Rhode Island
2313,Washington,"83,586",Washington
2314,Abbeville,"43,106",South Carolina
2315,Aiken,"53,883",South Carolina
2316,Allendale,"46,875",South Carolina
2317,Anderson,"50,288",South Carolina
2318,Bamberg,"44,564",South Carolina
2319,Barnwell,"41,338",South Carolina
2320,Beaufort,"80,192",South Carolina
2321,Berkeley,"55,131",South Carolina
2322,Calhoun,"51,945",South Carolina
2323,Charleston,"83,294",South Carolina
2324,Cherokee,"41,896",South Carolina
2325,Chester,"44,918",South Carolina
2326,Chesterfield,"40,396",South Carolina
2327,Clarendon,"48,457",South Carolina
2328,Colleton,"46,418",South Carolina
2329,Darlington,"49,772",South Carolina
2330,Dillon,"40,339",South Carolina
2331,Dorchester,"51,555",South Carolina
2332,Edgefield,"50,938",South Carolina
2333,Fairfield,"52,780",South Carolina
2334,Florence,"54,943",South Carolina
2335,Georgetown,"61,924",South Carolina
2336,Greenville,"60,866",South Carolina
