,County,Income,State
815,Des Moines,"58,928",Delaware
816,Dickinson,"79,429",Delaware
817,Dubuque,"63,435",Delaware
818,Emmet,"51,744",Delaware
819,Fayette,"53,333",Delaware
820,Floyd,"60,794",Delaware
821,Franklin,"63,224",Delaware
822,Fremont,"60,566",Delaware
823,Greene,"59,822",Delaware
824,Grundy,"65,012",Delaware
825,Guthrie,"68,446",Delaware
826,Hamilton,"60,409",Delaware
827,Hancock,"63,316",Delaware
828,Hardin,"77,229",Delaware
829,Harrison,"59,741",Delaware
830,Henry,"52,183",Delaware
831,Howard,"63,532",Delaware
832,Humboldt,"59,055",Delaware
833,Ida,"76,071",Delaware
834,Iowa,"61,176",Iowa
835,Jackson,"56,935",Iowa
836,Jasper,"52,040",Iowa
837,Jefferson,"57,961",Iowa
838,Johnson,"63,487",Iowa
839,Jones,"55,571",Iowa
840,Keokuk,"56,070",Iowa
841,Kossuth,"63,562",Iowa
842,Lee,"52,269",Iowa
843,Linn,"63,407",Iowa
844,Louisa,"53,254",Iowa
845,Lucas,"49,937",Iowa
846,Lyon,"68,302",Iowa
847,Madison,"61,924",Iowa
848,Mahaska,"55,210",Iowa
849,Marion,"64,302",Iowa
850,Marshall,"49,357",Iowa
851,Mills,"69,748",Iowa
852,Mitchell,"110,907",Iowa
853,Monona,"60,126",Iowa
854,Monroe,"58,282",Iowa
855,Montgomery,"50,995",Iowa
856,Muscatine,"57,595",Iowa
857,O'Brien,"63,799",Iowa
858,Osceola,"60,171",Iowa
859,Page,"54,431",Iowa
860,Palo Alto,"59,206",Iowa
861,Plymouth,"66,979",Iowa
862,Pocahontas,"56,936",Iowa
863,Polk,"66,761",Iowa
864,Pottawattamie,"58,306",Iowa
865,Poweshiek,"56,638",Iowa
866,Ringgold,"54,984",Iowa
867,Sac,"75,597",Iowa
868,Scott,"66,748",Iowa
869,Shelby,"64,704",Iowa
870,Sioux,"67,668",Iowa
871,Story,"55,798",Iowa
872,Tama,"56,041",Iowa
873,Taylor,"54,697",Iowa
874,Union,"50,034",Iowa
875,Van Buren,"48,677",Iowa
876,Wapello,"47,419",Iowa
877,Warren,"64,502",Iowa
878,Washington,"80,062",Washington
879,Wayne,"53,428",Washington
880,Webster,"53,213",Washington
881,Winnebago,"53,158",Washington
882,Winneshiek,"62,049",Washington
883,Woodbury,"53,685",Washington
884,Worth,"56,008",Washington
885,Wright,"68,410",Washington
886,Allen,"50,687",Kansas
887,Anderson,"54,518",Kansas
888,Atchison,"45,739",Kansas
889,Barber,"59,643",Kansas
890,Barton,"59,485",Kansas
891,Bourbon,"49,298",Kansas
892,Brown,"54,718",Kansas
893,Butler,"57,748",Kansas
894,Chase,"66,523",Kansas
895,Chautauqua,"47,835",Kansas
896,Cherokee,"55,543",Kansas
897,Cheyenne,"64,275",Kansas
898,Clark,"60,744",Kansas
899,Clay,"53,949",Kansas
900,Cloud,"53,067",Kansas
901,Coffey,"58,337",Kansas
902,Comanche,"60,615",Kansas
903,Cowley,"47,207",Kansas
904,Crawford,"47,790",Kansas
905,Decatur,"65,912",Kansas
906,Dickinson,"51,568",Kansas
907,Doniphan,"51,625",Kansas
908,Douglas,"56,846",Kansas
909,Edwards,"74,594",Kansas
910,Elk,"47,572",Kansas
911,Ellis,"58,661",Kansas
912,Ellsworth,"52,060",Kansas
913,Finney,"52,953",Kansas
914,Ford,"48,219",Kansas
915,Franklin,"51,709",Kansas
916,Geary,"53,932",Kansas
917,Gove,"93,617",Kansas
918,Graham,"72,489",Kansas
919,Grant,"55,067",Kansas
920,Gray,"75,419",Kansas
921,Greeley,"104,174",Kansas
922,Greenwood,"53,469",Kansas
923,Hamilton,"96,996",Kansas
924,Harper,"64,601",Kansas
925,Harvey,"54,695",Kansas
926,Haskell,"86,892",Kansas
927,Hodgeman,"74,269",Kansas
928,Jackson,"53,147",Kansas
929,Jefferson,"58,042",Kansas
930,Jewell,"68,978",Kansas
931,Johnson,"102,693",Kansas
932,Kearny,"69,427",Kansas
933,Kingman,"59,356",Kansas
934,Kiowa,"56,167",Kansas
935,Labette,"51,806",Kansas
936,Lane,"98,681",Kansas
937,Leavenworth,"53,757",Kansas
938,Lincoln,"57,773",Kansas
939,Linn,"50,711",Kansas
940,Logan,"69,978",Kansas
941,Lyon,"49,529",Kansas
942,McPherson,"64,594",Kansas
943,Marion,"52,183",Kansas
944,Marshall,"50,960",Kansas
945,Meade,"75,656",Kansas
946,Miami,"63,817",Kansas
947,Mitchell,"78,857",Kansas
948,Montgomery,"46,735",Kansas
949,Morris,"56,022",Kansas
950,Morton,"61,783",Kansas
951,Nemaha,"71,607",Kansas
952,Neosho,"50,698",Kansas
953,Ness,"77,970",Kansas
954,Norton,"61,506",Kansas
955,Osage,"53,431",Kansas
956,Osborne,"66,994",Kansas
957,Ottawa,"55,673",Kansas
958,Pawnee,"51,405",Kansas
959,Phillips,"71,198",Kansas
960,Pottawatomie,"65,218",Kansas
961,Pratt,"60,341",Kansas
962,Rawlins,"75,897",Kansas
963,Reno,"51,423",Kansas
964,Republic,"54,892",Kansas
965,Rice,"55,134",Kansas
966,Riley,"53,971",Kansas
967,Rooks,"55,630",Kansas
968,Rush,"66,255",Kansas
969,Russell,"59,870",Kansas
970,Saline,"60,591",Kansas
971,Scott,"68,367",Kansas
972,Sedgwick,"61,462",Kansas
973,Seward,"47,846",Kansas
974,Shawnee,"58,412",Kansas
975,Sheridan,"64,147",Kansas
976,Sherman,"57,304",Kansas
977,Smith,"67,860",Kansas
978,Stafford,"60,316",Kansas
979,Stanton,"91,580",Kansas
980,Stevens,"57,057",Kansas
981,Sumner,"51,274",Kansas
982,Thomas,"60,027",Kansas
983,Trego,"70,367",Kansas
984,Wabaunsee,"60,700",Kansas
985,Wallace,"59,710",Kansas
986,Washington,"55,727",Washington
987,Wichita,"66,361",Washington
988,Wilson,"52,380",Washington
989,Woodson,"49,343",Washington
990,Wyandotte,"41,273",Washington
991,Adair,"43,430",Kentucky
992,Allen,"41,417",Kentucky
993,Anderson,"48,357",Kentucky
994,Ballard,"54,570",Kentucky
995,Barren,"44,502",Kentucky
996,Bath,"40,141",Kentucky
997,Bell,"42,353",Kentucky
998,Boone,"62,066",Kentucky
999,Bourbon,"60,106",Kentucky
1000,Boyd,"49,074",Kentucky
1001,Boyle,"49,125",Kentucky
1002,Bracken,"46,473",Kentucky
1003,Breathitt,"42,633",Kentucky
1004,Breckinridge,"42,080",Kentucky
1005,Bullitt,"54,121",Kentucky
1006,Butler,"44,967",Kentucky
1007,Caldwell,"45,883",Kentucky
1008,Calloway,"45,760",Kentucky
1009,Campbell,"66,222",Kentucky
1010,Carlisle,"57,656",Kentucky
1011,Carroll,"48,948",Kentucky
1012,Carter,"40,853",Kentucky
1013,Casey,"42,262",Kentucky
1014,Christian,"46,804",Kentucky
1015,Clark,"51,148",Kentucky
1016,Clay,"40,899",Kentucky
1017,Clinton,"44,343",Kentucky
1018,Crittenden,"44,336",Kentucky
1019,Cumberland,"54,202",Kentucky
1020,Daviess,"52,446",Kentucky
1021,Edmonson,"41,551",Kentucky
1022,Elliott,"29,689",Kentucky
1023,Estill,"42,324",Kentucky
1024,Fayette,"65,766",Kentucky
1025,Fleming,"42,128",Kentucky
1026,Floyd,"45,540",Kentucky
1027,Franklin,"52,606",Kentucky
1028,Fulton,"43,619",Kentucky
1029,Gallatin,"45,611",Kentucky
1030,Garrard,"46,035",Kentucky
1031,Grant,"47,749",Kentucky
1032,Graves,"51,262",Kentucky
1033,Grayson,"43,794",Kentucky
1034,Green,"43,751",Kentucky
1035,Greenup,"50,917",Kentucky
1036,Hancock,"64,129",Kentucky
1037,Hardin,"56,117",Kentucky
1038,Harlan,"40,111",Kentucky
1039,Harrison,"44,682",Kentucky
1040,Hart,"44,753",Kentucky
1041,Henderson,"55,562",Kentucky
1042,Henry,"52,499",Kentucky
1043,Hickman,"54,753",Kentucky
1044,Hopkins,"49,158",Kentucky
1045,Jackson,"39,236",Kentucky
1046,Jefferson,"67,663",Kentucky
1047,Jessamine,"61,703",Kentucky
1048,Johnson,"41,188",Kentucky
1049,Kenton,"73,345",Kentucky
1050,Knott,"44,273",Kentucky
1051,Knox,"39,065",Kentucky
1052,Larue,"43,899",Kentucky
1053,Laurel,"42,337",Kentucky
1054,Lawrence,"41,198",Kentucky
1055,Lee,"36,462",Kentucky
1056,Leslie,"41,877",Kentucky
1057,Letcher,"42,346",Kentucky
1058,Lewis,"41,161",Kentucky
1059,Lincoln,"41,970",Kentucky
1060,Livingston,"49,169",Kentucky
1061,Logan,"47,354",Kentucky
1062,Lyon,"44,255",Kentucky
1063,McCracken,"64,990",Kentucky
1064,McCreary,"35,036",Kentucky
1065,McLean,"49,877",Kentucky
1066,Madison,"48,025",Kentucky
1067,Magoffin,"44,371",Kentucky
1068,Marion,"46,832",Kentucky
1069,Marshall,"52,573",Kentucky
1070,Martin,"33,523",Kentucky
1071,Mason,"51,314",Kentucky
1072,Meade,"49,710",Kentucky
1073,Menifee,"42,933",Kentucky
1074,Mercer,"46,920",Kentucky
1075,Metcalfe,"38,441",Kentucky
1076,Monroe,"44,980",Kentucky
1077,Montgomery,"45,753",Kentucky
1078,Morgan,"34,380",Kentucky
1079,Muhlenberg,"42,598",Kentucky
1080,Nelson,"56,564",Kentucky
1081,Nicholas,"41,289",Kentucky
1082,Ohio,"41,556",Ohio
1083,Oldham,"82,531",Ohio
1084,Owen,"41,220",Ohio
1085,Owsley,"49,867",Ohio
1086,Pendleton,"48,191",Ohio
1087,Perry,"46,219",Ohio
1088,Pike,"46,272",Ohio
1089,Powell,"40,504",Ohio
1090,Pulaski,"49,580",Ohio
1091,Robertson,"41,010",Ohio
1092,Rockcastle,"42,505",Ohio
1093,Rowan,"40,762",Ohio
1094,Russell,"57,716",Ohio
1095,Scott,"56,801",Ohio
1096,Shelby,"61,248",Ohio
1097,Simpson,"46,907",Ohio
1098,Spencer,"59,165",Ohio
1099,Taylor,"42,772",Ohio
1100,Todd,"50,116",Ohio
1101,Trigg,"48,027",Ohio
1102,Trimble,"49,796",Ohio
1103,Union,"53,319",Ohio
1104,Warren,"48,546",Ohio
1105,Washington,"47,570",Washington
1106,Wayne,"37,963",Washington
1107,Webster,"51,507",Washington
1108,Whitley,"44,924",Washington
1109,Wolfe,"48,386",Washington
1110,Woodford,"65,575",Washington
1111,Acadia,"48,445",Louisiana
1112,Allen,"44,650",Louisiana
1113,Ascension,"63,811",Louisiana
1114,Assumption,"63,846",Louisiana
1115,Avoyelles,"48,298",Louisiana
1116,Beauregard,"52,717",Louisiana
1117,Bienville,"48,274",Louisiana
1118,Bossier,"56,326",Louisiana
1119,Caddo,"64,383",Louisiana
1120,Calcasieu,"54,129",Louisiana
1121,Caldwell,"42,350",Louisiana
1122,Cameron,"65,580",Louisiana
1123,Catahoula,"47,040",Louisiana
1124,Claiborne,"44,286",Louisiana
1125,Concordia,"44,999",Louisiana
1126,De Soto,"57,251",Louisiana
1127,East Baton Rouge,"66,726",Louisiana
1128,East Carroll,"35,475",Louisiana
1129,East Feliciana,"50,032",Louisiana
1130,Evangeline,"43,355",Louisiana
1131,Franklin,"42,154",Louisiana
1132,Grant,"39,914",Louisiana
1133,Iberia,"49,213",Louisiana
1134,Iberville,"55,730",Louisiana
1135,Jackson,"44,759",Louisiana
1136,Jefferson,"63,448",Louisiana
1137,Jefferson Davis,"48,106",Louisiana
1138,Lafayette,"66,179",Louisiana
1139,Lafourche,"57,643",Louisiana
1140,LaSalle,"40,622",Louisiana
1141,Lincoln,"50,986",Louisiana
1142,Livingston,"52,193",Louisiana
1143,Madison,"44,624",Louisiana
1144,Morehouse,"45,316",Louisiana
1145,Natchitoches,"52,510",Louisiana
1146,Orleans,"67,403",Louisiana
1147,Ouachita,"49,818",Louisiana
1148,Plaquemines,"58,920",Louisiana
1149,Pointe Coupee,"60,708",Louisiana
1150,Rapides,"56,169",Louisiana
1151,Red River,"59,240",Louisiana
1152,Richland,"47,254",Louisiana
1153,Sabine,"48,715",Louisiana
1154,St. Bernard,"43,959",Louisiana
1155,St. Charles,"60,180",Louisiana
1156,St. Helena,"48,813",Louisiana
1157,St. James,"70,185",Louisiana
1158,St. John the Baptist,"47,598",Louisiana
1159,St. Landry,"48,881",Louisiana
1160,St. Martin,"48,737",Louisiana
1161,St. Mary,"51,224",Louisiana
1162,St. Tammany,"78,246",Louisiana
1163,Tangipahoa,"50,875",Louisiana
1164,Tensas,"49,739",Louisiana
1165,Terrebonne,"53,834",Louisiana
1166,Union,"49,698",Louisiana
1167,Vermilion,"49,563",Louisiana
1168,Vernon,"50,611",Louisiana
1169,Washington,"44,615",Washington
1170,Webster,"54,025",Washington
1171,West Baton Rouge,"57,094",Washington
1172,West Carroll,"44,689",Washington
1173,West Feliciana,"47,362",Washington
1174,Winn,"49,490",Washington
1175,Androscoggin,"53,731",Maine
1176,Aroostook,"53,650",Maine
1177,Cumberland,"84,606",Maine
1178,Franklin,"50,394",Maine
1179,Hancock,"68,181",Maine
1180,Kennebec,"58,278",Maine
1181,Knox,"67,794",Maine
1182,Lincoln,"66,465",Maine
1183,Oxford,"50,165",Maine
1184,Penobscot,"53,978",Maine
1185,Piscataquis,"54,776",Maine
1186,Sagadahoc,"67,538",Maine
1187,Somerset,"50,486",Maine
1188,Waldo,"56,702",Maine
1189,Washington,"52,366",Washington
1190,York,"70,640",Washington
1191,Allegany,"49,182",Maryland
1192,Anne Arundel,"84,019",Maryland
1193,Baltimore,"74,738",Maryland
1194,Calvert,"76,018",Maryland
1195,Caroline,"56,447",Maryland
1196,Carroll,"74,895",Maryland
1197,Cecil,"59,373",Maryland
1198,Charles,"66,642",Maryland
1199,Dorchester,"57,060",Maryland
1200,Frederick,"76,664",Maryland
1201,Garrett,"57,525",Maryland
1202,Harford,"71,196",Maryland
1203,Howard,"95,529",Maryland
1204,Kent,"77,025",Maryland
1205,Montgomery,"100,044",Maryland
1206,Prince George's,"57,096",Maryland
1207,Queen Anne's,"83,650",Maryland
1208,St. Mary's,"70,353",Maryland
1209,Somerset,"37,345",Maryland
1210,Talbot,"98,166",Maryland
1211,Washington,"56,174",Washington
1212,Wicomico,"48,596",Washington
1213,Worcester,"68,163",Washington
1214,Baltimore City,"64,357",Washington
1215,Barnstable,"92,417",Massachusetts
1216,Berkshire,"70,945",Massachusetts
1217,Bristol,"67,109",Massachusetts
1218,Dukes,"98,605",Massachusetts
1219,Essex,"84,017",Massachusetts
1220,Franklin,"67,327",Massachusetts
1221,Hampden,"64,105",Massachusetts
1222,Hampshire,"63,544",Massachusetts
1223,Middlesex,"108,773",Massachusetts
1224,Nantucket,"120,333",Massachusetts
1225,Norfolk,"115,585",Massachusetts
1226,Plymouth,"84,693",Massachusetts
1227,Suffolk,"107,027",Massachusetts
1228,Worcester,"69,301",Massachusetts
1229,Alcona,"50,791",Michigan
1230,Alger,"44,619",Michigan
1231,Allegan,"58,048",Michigan
1232,Alpena,"51,634",Michigan
1233,Antrim,"59,391",Michigan
1234,Arenac,"49,129",Michigan
1235,Baraga,"43,301",Michigan
1236,Barry,"59,401",Michigan
1237,Bay,"52,579",Michigan
1238,Benzie,"60,458",Michigan
1239,Berrien,"61,127",Michigan
1240,Branch,"44,833",Michigan
1241,Calhoun,"47,947",Michigan
1242,Cass,"57,612",Michigan
1243,Charlevoix,"71,589",Michigan
1244,Cheboygan,"50,689",Michigan
1245,Chippewa,"46,492",Michigan
1246,Clare,"43,823",Michigan
1247,Clinton,"60,589",Michigan
1248,Crawford,"43,627",Michigan
1249,Delta,"47,667",Michigan
1250,Dickinson,"57,116",Michigan
1251,Eaton,"54,197",Michigan
1252,Emmet,"75,812",Michigan
1253,Genesee,"52,520",Michigan
1254,Gladwin,"46,537",Michigan
1255,Gogebic,"51,349",Michigan
1256,Grand Traverse,"67,800",Michigan
1257,Gratiot,"45,517",Michigan
1258,Hillsdale,"44,820",Michigan
1259,Houghton,"45,077",Michigan
1260,Huron,"61,320",Michigan
1261,Ingham,"52,560",Michigan
1262,Ionia,"43,547",Michigan
1263,Iosco,"48,318",Michigan
1264,Iron,"50,425",Michigan
1265,Isabella,"48,011",Michigan
1266,Jackson,"48,818",Michigan
1267,Kalamazoo,"63,668",Michigan
1268,Kalkaska,"45,992",Michigan
1269,Kent,"70,662",Michigan
1270,Keweenaw,"60,716",Michigan
1271,Lake,"38,030",Michigan
1272,Lapeer,"53,743",Michigan
1273,Leelanau,"85,936",Michigan
1274,Lenawee,"51,391",Michigan
1275,Livingston,"73,173",Michigan
1276,Luce,"36,921",Michigan
1277,Mackinac,"58,255",Michigan
1278,Macomb,"58,565",Michigan
1279,Manistee,"48,967",Michigan
1280,Marquette,"49,300",Michigan
1281,Mason,"50,216",Michigan
1282,Mecosta,"45,437",Michigan
1283,Menominee,"50,410",Michigan
1284,Midland,"64,106",Michigan
1285,Missaukee,"45,640",Michigan
1286,Monroe,"59,956",Michigan
1287,Montcalm,"42,499",Michigan
1288,Montmorency,"44,409",Michigan
1289,Muskegon,"49,244",Michigan
1290,Newaygo,"46,317",Michigan
1291,Oakland,"90,781",Michigan
1292,Oceana,"48,691",Michigan
1293,Ogemaw,"42,668",Michigan
1294,Ontonagon,"49,622",Michigan
1295,Osceola,"49,882",Michigan
1296,Oscoda,"46,389",Michigan
1297,Otsego,"51,685",Michigan
1298,Ottawa,"63,265",Michigan
1299,Presque Isle,"50,126",Michigan
1300,Roscommon,"47,034",Michigan
1301,Saginaw,"50,278",Michigan
1302,St. Clair,"55,834",Michigan
1303,St. Joseph,"49,695",Michigan
1304,Sanilac,"50,153",Michigan
1305,Schoolcraft,"48,919",Michigan
1306,Shiawassee,"50,443",Michigan
1307,Tuscola,"47,501",Michigan
1308,Van Buren,"52,427",Michigan
1309,Washtenaw,"77,537",Michigan
1310,Wayne,"52,727",Michigan
1311,Wexford,"45,996",Michigan
1312,Aitkin,"51,695",Minnesota
1313,Anoka,"62,935",Minnesota
1314,Becker,"60,360",Minnesota
1315,Beltrami,"53,382",Minnesota
1316,Benton,"56,137",Minnesota
1317,Big Stone,"66,381",Minnesota
1318,Blue Earth,"55,016",Minnesota
1319,Brown,"64,232",Minnesota
1320,Carlton,"52,392",Minnesota
1321,Carver,"93,242",Minnesota
1322,Cass,"57,880",Minnesota
1323,Chippewa,"56,174",Minnesota
1324,Chisago,"62,286",Minnesota
1325,Clay,"53,925",Minnesota
1326,Clearwater,"54,531",Minnesota
1327,Cook,"65,513",Minnesota
1328,Cottonwood,"59,882",Minnesota
1329,Crow Wing,"56,919",Minnesota
1330,Dakota,"75,019",Minnesota
1331,Dodge,"60,718",Minnesota
1332,Douglas,"65,827",Minnesota
1333,Faribault,"55,356",Minnesota
1334,Fillmore,"56,844",Minnesota
1335,Freeborn,"56,100",Minnesota
1336,Goodhue,"65,921",Minnesota
1337,Grant,"58,301",Minnesota
1338,Hennepin,"95,574",Minnesota
1339,Houston,"63,545",Minnesota
1340,Hubbard,"57,515",Minnesota
1341,Isanti,"55,537",Minnesota
1342,Itasca,"54,574",Minnesota
1343,Jackson,"61,129",Minnesota
1344,Kanabec,"51,455",Minnesota
1345,Kandiyohi,"61,664",Minnesota
1346,Kittson,"64,925",Minnesota
1347,Koochiching,"55,115",Minnesota
1348,Lac qui Parle,"66,536",Minnesota
1349,Lake,"57,668",Minnesota
1350,Lake of the Woods,"64,010",Minnesota
1351,Le Sueur,"63,719",Minnesota
1352,Lincoln,"60,182",Minnesota
1353,Lyon,"61,228",Minnesota
1354,McLeod,"61,496",Minnesota
1355,Mahnomen,"48,138",Minnesota
1356,Marshall,"72,481",Minnesota
1357,Martin,"60,933",Minnesota
1358,Meeker,"56,379",Minnesota
1359,Mille Lacs,"53,553",Minnesota
1360,Morrison,"53,069",Minnesota
1361,Mower,"56,722",Minnesota
1362,Murray,"67,663",Minnesota
1363,Nicollet,"60,524",Minnesota
1364,Nobles,"57,743",Minnesota
1365,Norman,"53,560",Minnesota
1366,Olmsted,"71,904",Minnesota
1367,Otter Tail,"59,478",Minnesota
1368,Pennington,"68,190",Minnesota
1369,Pine,"46,122",Minnesota
1370,Pipestone,"69,853",Minnesota
1371,Polk,"60,175",Minnesota
1372,Pope,"63,885",Minnesota
1373,Ramsey,"69,310",Minnesota
1374,Red Lake,"67,464",Minnesota
1375,Redwood,"76,945",Minnesota
1376,Renville,"62,855",Minnesota
1377,Rice,"55,702",Minnesota
1378,Rock,"61,899",Minnesota
1379,Roseau,"61,800",Minnesota
1380,St. Louis,"59,235",Minnesota
1381,Scott,"81,213",Minnesota
1382,Sherburne,"59,643",Minnesota
1383,Sibley,"60,166",Minnesota
1384,Stearns,"63,053",Minnesota
1385,Steele,"58,222",Minnesota
1386,Stevens,"57,718",Minnesota
1387,Swift,"69,348",Minnesota
1388,Todd,"62,276",Minnesota
1389,Traverse,"82,905",Minnesota
1390,Wabasha,"62,412",Minnesota
1391,Wadena,"49,621",Minnesota
1392,Waseca,"60,130",Minnesota
1393,Washington,"84,018",Washington
1394,Watonwan,"55,976",Washington
1395,Wilkin,"74,577",Washington
1396,Winona,"58,318",Washington
1397,Wright,"65,241",Washington
1398,Yellow Medicine,"71,912",Washington
1399,Adams,"45,973",Mississippi
1400,Alcorn,"47,651",Mississippi
1401,Amite,"42,205",Mississippi
1402,Attala,"42,656",Mississippi
1403,Benton,"45,081",Mississippi
1404,Bolivar,"51,015",Mississippi
1405,Calhoun,"42,728",Mississippi
1406,Carroll,"45,400",Mississippi
1407,Chickasaw,"39,952",Mississippi
1408,Choctaw,"42,655",Mississippi
1409,Claiborne,"38,756",Mississippi
1410,Clarke,"46,428",Mississippi
1411,Clay,"51,599",Mississippi
1412,Coahoma,"47,742",Mississippi
1413,Copiah,"42,003",Mississippi
1414,Covington,"47,970",Mississippi
1415,DeSoto,"56,470",Mississippi
1416,Forrest,"45,405",Mississippi
1417,Franklin,"42,359",Mississippi
1418,George,"41,804",Mississippi
1419,Greene,"34,362",Mississippi
1420,Grenada,"44,304",Mississippi
1421,Hancock,"48,425",Mississippi
1422,Harrison,"48,902",Mississippi
1423,Hinds,"51,350",Mississippi
1424,Holmes,"38,193",Mississippi
1425,Humphreys,"43,876",Mississippi
1426,Issaquena,"36,046",Mississippi
1427,Itawamba,"42,737",Mississippi
1428,Jackson,"48,028",Mississippi
1429,Jasper,"45,999",Mississippi
1430,Jefferson,"41,876",Mississippi
1431,Jefferson Davis,"40,428",Mississippi
1432,Jones,"49,765",Mississippi
1433,Kemper,"39,625",Mississippi
1434,Lafayette,"52,791",Mississippi
1435,Lamar,"51,997",Mississippi
1436,Lauderdale,"50,952",Mississippi
1437,Lawrence,"45,871",Mississippi
1438,Leake,"41,066",Mississippi
1439,Lee,"54,255",Mississippi
1440,Leflore,"51,319",Mississippi
1441,Lincoln,"47,781",Mississippi
1442,Lowndes,"51,172",Mississippi
1443,Madison,"86,331",Mississippi
1444,Marion,"42,902",Mississippi
1445,Marshall,"46,470",Mississippi
1446,Monroe,"44,517",Mississippi
1447,Montgomery,"42,976",Mississippi
1448,Neshoba,"47,423",Mississippi
1449,Newton,"41,357",Mississippi
1450,Noxubee,"44,881",Mississippi
1451,Oktibbeha,"42,241",Mississippi
1452,Panola,"43,391",Mississippi
1453,Pearl River,"47,020",Mississippi
1454,Perry,"40,688",Mississippi
1455,Pike,"39,426",Mississippi
1456,Pontotoc,"43,359",Mississippi
1457,Prentiss,"39,413",Mississippi
1458,Quitman,"44,213",Mississippi
1459,Rankin,"56,864",Mississippi
1460,Scott,"39,510",Mississippi
1461,Sharkey,"57,998",Mississippi
1462,Simpson,"47,645",Mississippi
1463,Smith,"47,687",Mississippi
1464,Stone,"42,642",Mississippi
1465,Sunflower,"39,498",Mississippi
1466,Tallahatchie,"44,389",Mississippi
1467,Tate,"47,426",Mississippi
1468,Tippah,"45,880",Mississippi
1469,Tishomingo,"45,018",Mississippi
1470,Tunica,"48,516",Mississippi
1471,Union,"42,339",Mississippi
1472,Walthall,"38,989",Mississippi
1473,Warren,"52,095",Mississippi
1474,Washington,"48,299",Washington
1475,Wayne,"46,161",Washington
1476,Webster,"47,027",Washington
1477,Wilkinson,"38,503",Washington
1478,Winston,"46,075",Washington
1479,Yalobusha,"44,057",Washington
1480,Yazoo,"38,819",Washington
1481,Adair,"40,269",Missouri
1482,Andrew,"54,504",Missouri
1483,Atchison,"56,745",Missouri
1484,Audrain,"49,114",Missouri
1485,Barry,"45,250",Missouri
1486,Barton,"46,659",Missouri
1487,Bates,"51,168",Missouri
1488,Benton,"46,819",Missouri
1489,Bollinger,"48,705",Missouri
1490,Boone,"60,158",Missouri
1491,Buchanan,"51,741",Missouri
1492,Butler,"46,048",Missouri
1493,Caldwell,"47,876",Missouri
1494,Callaway,"50,652",Missouri
1495,Camden,"55,182",Missouri
1496,Cape Girardeau,"54,568",Missouri
1497,Carroll,"62,919",Missouri
1498,Carter,"50,444",Missouri
1499,Cass,"59,720",Missouri
1500,Cedar,"40,183",Missouri
1501,Chariton,"55,540",Missouri
1502,Christian,"52,867",Missouri
1503,Clark,"46,719",Missouri
1504,Clay,"60,043",Missouri
1505,Clinton,"52,880",Missouri
1506,Cole,"61,479",Missouri
1507,Cooper,"54,107",Missouri
1508,Crawford,"48,462",Missouri
1509,Dade,"46,071",Missouri
1510,Dallas,"42,354",Missouri
1511,Daviess,"40,834",Missouri
1512,DeKalb,"45,223",Missouri
1513,Dent,"45,672",Missouri
1514,Douglas,"39,205",Missouri
1515,Dunklin,"46,434",Missouri
1516,Franklin,"57,522",Missouri
1517,Gasconade,"51,240",Missouri
1518,Gentry,"52,620",Missouri
1519,Greene,"56,350",Missouri
1520,Grundy,"44,052",Missouri
1521,Harrison,"46,633",Missouri
1522,Henry,"53,157",Missouri
1523,Hickory,"43,094",Missouri
1524,Holt,"63,237",Missouri
1525,Howard,"52,740",Missouri
1526,Howell,"44,649",Missouri
1527,Iron,"45,057",Missouri
1528,Jackson,"57,518",Missouri
1529,Jasper,"47,246",Missouri
1530,Jefferson,"55,195",Missouri
1531,Johnson,"46,540",Missouri
1532,Knox,"49,243",Missouri
1533,Laclede,"48,249",Missouri
1534,Lafayette,"54,277",Missouri
1535,Lawrence,"41,827",Missouri
1536,Lewis,"45,237",Missouri
1537,Lincoln,"53,300",Missouri
1538,Linn,"49,005",Missouri
1539,Livingston,"51,058",Missouri
1540,McDonald,"38,681",Missouri
1541,Macon,"54,255",Missouri
1542,Madison,"45,426",Missouri
1543,Maries,"45,031",Missouri
1544,Marion,"52,951",Missouri
1545,Mercer,"41,562",Missouri
1546,Miller,"47,083",Missouri
1547,Mississippi,"43,102",Mississippi
1548,Moniteau,"51,834",Mississippi
1549,Monroe,"56,061",Mississippi
1550,Montgomery,"54,811",Mississippi
1551,Morgan,"48,877",Mississippi
1552,New Madrid,"52,752",Mississippi
1553,Newton,"48,357",Mississippi
1554,Nodaway,"44,338",Mississippi
1555,Oregon,"47,150",Oregon
1556,Osage,"56,696",Oregon
1557,Ozark,"43,767",Oregon
1558,Pemiscot,"49,792",Oregon
1559,Perry,"53,134",Oregon
1560,Pettis,"47,237",Oregon
1561,Phelps,"48,382",Oregon
1562,Pike,"45,058",Oregon
1563,Platte,"73,531",Oregon
1564,Polk,"46,061",Oregon
1565,Pulaski,"48,289",Oregon
1566,Putnam,"47,948",Oregon
1567,Ralls,"52,110",Oregon
1568,Randolph,"55,106",Oregon
1569,Ray,"51,625",Oregon
1570,Reynolds,"43,956",Oregon
1571,Ripley,"48,138",Oregon
1572,St. Charles,"69,693",Oregon
1573,St. Clair,"40,376",Oregon
1574,Ste. Genevieve,"50,899",Oregon
1575,St. Francois,"45,576",Oregon
1576,St. Louis,"101,151",Oregon
1577,Saline,"51,636",Oregon
1578,Schuyler,"45,054",Oregon
